match,teamInnings,battingPos,batsmanName,runs,balls,4s,6s,SR,out/not_out,Match_Id
India Vs South Africa,India,1,Rohit Sharma,9,5,2,0,180,out,T20I # 2729
India Vs South Africa,India,2,Virat Kohli,76,59,6,2,128.81,out,T20I # 2729
India Vs South Africa,India,3,Rishabh Pant,0,2,0,0,0,out,T20I # 2729
India Vs South Africa,India,4,Suryakumar Yadav,3,4,0,0,75,out,T20I # 2729
India Vs South Africa,India,5,Axar Patel,47,31,1,4,151.61,out,T20I # 2729
India Vs South Africa,India,6,Shivam Dube,27,16,3,1,168.75,out,T20I # 2729
India Vs South Africa,India,7,Hardik Pandya,5,2,1,0,250,not out,T20I # 2729
India Vs South Africa,India,8,Ravindra Jadeja,2,2,0,0,100,out,T20I # 2729
India Vs South Africa,South Africa,1,Reeza Hendricks,4,5,1,0,80,out,T20I # 2729
India Vs South Africa,South Africa,2,Quinton de Kock,39,31,4,1,125.8,out,T20I # 2729
India Vs South Africa,South Africa,3,Aiden Markram,4,5,1,0,80,out,T20I # 2729
India Vs South Africa,South Africa,4,Tristan Stubbs,31,21,3,1,147.61,out,T20I # 2729
India Vs South Africa,South Africa,5,Heinrich Klaasen,52,27,2,5,192.59,out,T20I # 2729
India Vs South Africa,South Africa,6,David Miller,21,17,1,1,123.52,out,T20I # 2729
India Vs South Africa,South Africa,7,Marco Jansen,2,4,0,0,50,out,T20I # 2729
India Vs South Africa,South Africa,8,Keshav Maharaj,2,7,0,0,28.57,not out,T20I # 2729
India Vs South Africa,South Africa,9,Kagiso Rabada,4,3,1,0,133.33,out,T20I # 2729
India Vs South Africa,South Africa,10,Anrich Nortje,1,1,0,0,100,not out,T20I # 2729
India Vs England,India,1,Rohit Sharma,57,39,6,2,146.15,out,T20I # 2724
India Vs England,India,2,Virat Kohli,9,9,0,1,100,out,T20I # 2724
India Vs England,India,3,Rishabh Pant,4,6,0,0,66.66,out,T20I # 2724
India Vs England,India,4,Suryakumar Yadav,47,36,4,2,130.55,out,T20I # 2724
India Vs England,India,5,Hardik Pandya,23,13,1,2,176.92,out,T20I # 2724
India Vs England,India,6,Ravindra Jadeja,17,9,2,0,188.88,not out,T20I # 2724
India Vs England,India,7,Shivam Dube,0,1,0,0,0,out,T20I # 2724
India Vs England,India,8,Axar Patel,10,6,0,1,166.66,out,T20I # 2724
India Vs England,India,9,Arshdeep Singh,1,1,0,0,100,not out,T20I # 2724
India Vs England,England,1,Phil Salt,5,8,0,0,62.5,out,T20I # 2724
India Vs England,England,2,Jos Buttler,23,15,4,0,153.33,out,T20I # 2724
India Vs England,England,3,Moeen Ali,8,10,0,0,80,out,T20I # 2724
India Vs England,England,4,Jonny Bairstow,0,3,0,0,0,out,T20I # 2724
India Vs England,England,5,Harry Brook,25,19,3,0,131.57,out,T20I # 2724
India Vs England,England,6,Sam Curran,2,4,0,0,50,out,T20I # 2724
India Vs England,England,7,Liam Livingstone,11,16,0,0,68.75,out,T20I # 2724
India Vs England,England,8,Chris Jordan,1,5,0,0,20,out,T20I # 2724
India Vs England,England,9,Jofra Archer,21,15,1,2,140,out,T20I # 2724
India Vs England,England,10,Adil Rashid,2,2,0,0,100,out,T20I # 2724
India Vs England,England,11,Reece Topley,3,3,0,0,100,not out,T20I # 2724
Afghanistan Vs South Africa,Afghanistan,1,Rahmanullah Gurbaz,0,3,0,0,0,out,T20I # 2723
Afghanistan Vs South Africa,Afghanistan,2,Ibrahim Zadran,2,5,0,0,40,out,T20I # 2723
Afghanistan Vs South Africa,Afghanistan,3,Gulbadin Naib,9,8,2,0,112.5,out,T20I # 2723
Afghanistan Vs South Africa,Afghanistan,4,Azmatullah Omarzai,10,12,2,0,83.33,out,T20I # 2723
Afghanistan Vs South Africa,Afghanistan,5,Mohammad Nabi,0,3,0,0,0,out,T20I # 2723
Afghanistan Vs South Africa,Afghanistan,6,Nangeyalia Kharote,2,7,0,0,28.57,out,T20I # 2723
Afghanistan Vs South Africa,Afghanistan,7,Karim Janat,8,13,1,0,61.53,out,T20I # 2723
Afghanistan Vs South Africa,Afghanistan,8,Rashid Khan,8,8,2,0,100,out,T20I # 2723
Afghanistan Vs South Africa,Afghanistan,9,Noor Ahmad,0,2,0,0,0,out,T20I # 2723
Afghanistan Vs South Africa,Afghanistan,10,Naveen-ul-Haq,2,8,0,0,25,out,T20I # 2723
Afghanistan Vs South Africa,Afghanistan,11,Fazalhaq Farooqi,2,2,0,0,100,not out,T20I # 2723
Afghanistan Vs South Africa,South Africa,1,Quinton de Kock,5,8,1,0,62.5,out,T20I # 2723
Afghanistan Vs South Africa,South Africa,2,Reeza Hendricks,29,25,3,1,116,not out,T20I # 2723
Afghanistan Vs South Africa,South Africa,3,Aiden Markram,23,21,4,0,109.52,not out,T20I # 2723
Afghanistan Vs Bangladesh,Afghanistan,1,Rahmanullah Gurbaz,43,55,3,1,78.18,out,T20I # 2722
Afghanistan Vs Bangladesh,Afghanistan,2,Ibrahim Zadran,18,29,1,0,62.06,out,T20I # 2722
Afghanistan Vs Bangladesh,Afghanistan,3,Azmatullah Omarzai,10,12,0,0,83.33,out,T20I # 2722
Afghanistan Vs Bangladesh,Afghanistan,4,Gulbadin Naib,4,3,1,0,133.33,out,T20I # 2722
Afghanistan Vs Bangladesh,Afghanistan,5,Mohammad Nabi,1,5,0,0,20,out,T20I # 2722
Afghanistan Vs Bangladesh,Afghanistan,6,Karim Janat,7,6,1,0,116.66,not out,T20I # 2722
Afghanistan Vs Bangladesh,Afghanistan,7,Rashid Khan,19,10,0,3,190,not out,T20I # 2722
Afghanistan Vs Bangladesh,Bangladesh,1,Litton Das,54,49,5,1,110.2,not out,T20I # 2722
Afghanistan Vs Bangladesh,Bangladesh,2,Tanzid Hasan,0,3,0,0,0,out,T20I # 2722
Afghanistan Vs Bangladesh,Bangladesh,3,Najmul Hossain Shanto,5,5,1,0,100,out,T20I # 2722
Afghanistan Vs Bangladesh,Bangladesh,4,Shakib Al Hasan,0,1,0,0,0,out,T20I # 2722
Afghanistan Vs Bangladesh,Bangladesh,5,Soumya Sarkar,10,10,1,0,100,out,T20I # 2722
Afghanistan Vs Bangladesh,Bangladesh,6,Towhid Hridoy,14,9,2,0,155.55,out,T20I # 2722
Afghanistan Vs Bangladesh,Bangladesh,7,Mahmudullah,6,9,1,0,66.66,out,T20I # 2722
Afghanistan Vs Bangladesh,Bangladesh,8,Rishad Hossain,0,1,0,0,0,out,T20I # 2722
Afghanistan Vs Bangladesh,Bangladesh,9,Tanzim Hasan Sakib,3,10,0,0,30,out,T20I # 2722
Afghanistan Vs Bangladesh,Bangladesh,10,Taskin Ahmed,2,9,0,0,22.22,out,T20I # 2722
Afghanistan Vs Bangladesh,Bangladesh,11,Mustafizur Rahman,0,1,0,0,0,out,T20I # 2722
India Vs Australia,India,1,Rohit Sharma,92,41,7,8,224.39,out,T20I # 2721
India Vs Australia,India,2,Virat Kohli,0,5,0,0,0,out,T20I # 2721
India Vs Australia,India,3,Rishabh Pant,15,14,1,1,107.14,out,T20I # 2721
India Vs Australia,India,4,Suryakumar Yadav,31,16,3,2,193.75,out,T20I # 2721
India Vs Australia,India,5,Shivam Dube,28,22,2,1,127.27,out,T20I # 2721
India Vs Australia,India,6,Hardik Pandya,27,17,1,2,158.82,not out,T20I # 2721
India Vs Australia,India,7,Ravindra Jadeja,9,5,0,1,180,not out,T20I # 2721
India Vs Australia,Australia,1,David Warner,6,6,1,0,100,out,T20I # 2721
India Vs Australia,Australia,2,Travis Head,76,43,9,4,176.74,out,T20I # 2721
India Vs Australia,Australia,3,Mitchell Marsh,37,28,3,2,132.14,out,T20I # 2721
India Vs Australia,Australia,4,Glenn Maxwell,20,12,2,1,166.66,out,T20I # 2721
India Vs Australia,Australia,5,Marcus Stoinis,2,4,0,0,50,out,T20I # 2721
India Vs Australia,Australia,6,Tim David,15,11,1,1,136.36,out,T20I # 2721
India Vs Australia,Australia,7,Matthew Wade,1,2,0,0,50,out,T20I # 2721
India Vs Australia,Australia,8,Pat Cummins,11,7,0,1,157.14,not out,T20I # 2721
India Vs Australia,Australia,9,Mitchell Starc,4,7,0,0,57.14,not out,T20I # 2721
West Indies Vs South Africa,West Indies,1,Kyle Mayers,35,34,3,2,102.94,out,T20I # 2720
West Indies Vs South Africa,West Indies,2,Shai Hope,0,1,0,0,0,out,T20I # 2720
West Indies Vs South Africa,West Indies,3,Nicholas Pooran,1,3,0,0,33.33,out,T20I # 2720
West Indies Vs South Africa,West Indies,4,Roston Chase,52,42,3,2,123.8,out,T20I # 2720
West Indies Vs South Africa,West Indies,5,Rovman Powell,1,2,0,0,50,out,T20I # 2720
West Indies Vs South Africa,West Indies,6,Sherfane Rutherford,0,4,0,0,0,out,T20I # 2720
West Indies Vs South Africa,West Indies,7,Andre Russell,15,9,0,2,166.66,out,T20I # 2720
West Indies Vs South Africa,West Indies,8,Akeal Hosein,6,11,1,0,54.54,out,T20I # 2720
West Indies Vs South Africa,West Indies,9,Alzarri Joseph,11,7,0,1,157.14,not out,T20I # 2720
West Indies Vs South Africa,West Indies,10,Gudakesh Motie,4,7,1,0,57.14,not out,T20I # 2720
West Indies Vs South Africa,South Africa,1,Quinton de Kock,12,7,3,0,171.42,out,T20I # 2720
West Indies Vs South Africa,South Africa,2,Reeza Hendricks,0,1,0,0,0,out,T20I # 2720
West Indies Vs South Africa,South Africa,3,Aiden Markram,18,15,2,0,120,out,T20I # 2720
West Indies Vs South Africa,South Africa,4,Tristan Stubbs,29,27,4,0,107.4,out,T20I # 2720
West Indies Vs South Africa,South Africa,5,Heinrich Klaasen,22,10,3,1,220,out,T20I # 2720
West Indies Vs South Africa,South Africa,6,David Miller,4,14,0,0,28.57,out,T20I # 2720
West Indies Vs South Africa,South Africa,7,Marco Jansen,21,14,1,1,150,not out,T20I # 2720
West Indies Vs South Africa,South Africa,8,Keshav Maharaj,2,6,0,0,33.33,out,T20I # 2720
West Indies Vs South Africa,South Africa,9,Kagiso Rabada,5,3,1,0,166.66,not out,T20I # 2720
United States of America Vs England,United States of America,1,Steven Taylor,12,13,2,0,92.3,out,T20I # 2719
United States of America Vs England,United States of America,2,Andries Gous,8,5,0,1,160,out,T20I # 2719
United States of America Vs England,United States of America,3,Nitish Kumar,30,24,1,2,125,out,T20I # 2719
United States of America Vs England,United States of America,4,Aaron Jones,10,16,2,0,62.5,out,T20I # 2719
United States of America Vs England,United States of America,5,Corey Anderson,29,28,0,1,103.57,out,T20I # 2719
United States of America Vs England,United States of America,6,Milind Kumar,4,6,0,0,66.66,out,T20I # 2719
United States of America Vs England,United States of America,7,Harmeet Singh,21,17,2,1,123.52,out,T20I # 2719
United States of America Vs England,United States of America,8,Shadley van Schalkwyk,0,0,0,0,-,not out,T20I # 2719
United States of America Vs England,United States of America,9,Ali Khan,0,2,0,0,0,out,T20I # 2719
United States of America Vs England,United States of America,10,Nosthush Kenjige,0,1,0,0,0,out,T20I # 2719
United States of America Vs England,United States of America,11,Saurabh Netravalkar,0,1,0,0,0,out,T20I # 2719
United States of America Vs England,England,1,Phil Salt,25,21,2,0,119.04,not out,T20I # 2719
United States of America Vs England,England,2,Jos Buttler,83,38,6,7,218.42,not out,T20I # 2719
Afghanistan Vs Australia,Afghanistan,1,Rahmanullah Gurbaz,60,49,4,4,122.44,out,T20I # 2717
Afghanistan Vs Australia,Afghanistan,2,Ibrahim Zadran,51,48,6,0,106.25,out,T20I # 2717
Afghanistan Vs Australia,Afghanistan,3,Azmatullah Omarzai,2,3,0,0,66.66,out,T20I # 2717
Afghanistan Vs Australia,Afghanistan,4,Karim Janat,13,9,0,1,144.44,out,T20I # 2717
Afghanistan Vs Australia,Afghanistan,5,Rashid Khan,2,5,0,0,40,out,T20I # 2717
Afghanistan Vs Australia,Afghanistan,6,Mohammad Nabi,10,4,2,0,250,not out,T20I # 2717
Afghanistan Vs Australia,Afghanistan,7,Gulbadin Naib,0,1,0,0,0,out,T20I # 2717
Afghanistan Vs Australia,Afghanistan,8,Nangeyalia Kharote,1,1,0,0,100,not out,T20I # 2717
Afghanistan Vs Australia,Australia,1,Travis Head,0,3,0,0,0,out,T20I # 2717
Afghanistan Vs Australia,Australia,2,David Warner,3,8,0,0,37.5,out,T20I # 2717
Afghanistan Vs Australia,Australia,3,Mitchell Marsh,12,9,2,0,133.33,out,T20I # 2717
Afghanistan Vs Australia,Australia,4,Glenn Maxwell,59,41,6,3,143.9,out,T20I # 2717
Afghanistan Vs Australia,Australia,5,Marcus Stoinis,11,17,1,0,64.7,out,T20I # 2717
Afghanistan Vs Australia,Australia,6,Tim David,2,4,0,0,50,out,T20I # 2717
Afghanistan Vs Australia,Australia,7,Matthew Wade,5,7,0,0,71.42,out,T20I # 2717
Afghanistan Vs Australia,Australia,8,Pat Cummins,3,9,0,0,33.33,out,T20I # 2717
Afghanistan Vs Australia,Australia,9,Ashton Agar,2,5,0,0,40,out,T20I # 2717
Afghanistan Vs Australia,Australia,10,Adam Zampa,9,7,1,0,128.57,out,T20I # 2717
Afghanistan Vs Australia,Australia,11,Josh Hazlewood,5,7,0,0,71.42,not out,T20I # 2717
India Vs Bangladesh,India,1,Rohit Sharma,23,11,3,1,209.09,out,T20I # 2716
India Vs Bangladesh,India,2,Virat Kohli,37,28,1,3,132.14,out,T20I # 2716
India Vs Bangladesh,India,3,Rishabh Pant,36,24,4,2,150,out,T20I # 2716
India Vs Bangladesh,India,4,Suryakumar Yadav,6,2,0,1,300,out,T20I # 2716
India Vs Bangladesh,India,5,Shivam Dube,34,24,0,3,141.66,out,T20I # 2716
India Vs Bangladesh,India,6,Hardik Pandya,50,27,4,3,185.18,not out,T20I # 2716
India Vs Bangladesh,India,7,Axar Patel,3,5,0,0,60,not out,T20I # 2716
India Vs Bangladesh,Bangladesh,1,Litton Das,13,10,1,1,130,out,T20I # 2716
India Vs Bangladesh,Bangladesh,2,Tanzid Hasan,29,31,4,0,93.54,out,T20I # 2716
India Vs Bangladesh,Bangladesh,3,Najmul Hossain Shanto,40,32,1,3,125,out,T20I # 2716
India Vs Bangladesh,Bangladesh,4,Towhid Hridoy,4,6,0,0,66.66,out,T20I # 2716
India Vs Bangladesh,Bangladesh,5,Shakib Al Hasan,11,7,1,1,157.14,out,T20I # 2716
India Vs Bangladesh,Bangladesh,6,Mahmudullah,13,15,1,0,86.66,out,T20I # 2716
India Vs Bangladesh,Bangladesh,7,Jaker Ali,1,4,0,0,25,out,T20I # 2716
India Vs Bangladesh,Bangladesh,8,Rishad Hossain,24,10,1,3,240,out,T20I # 2716
India Vs Bangladesh,Bangladesh,9,Mahedi Hasan,5,4,1,0,125,not out,T20I # 2716
India Vs Bangladesh,Bangladesh,10,Tanzim Hasan Sakib,1,1,0,0,100,not out,T20I # 2716
United States of America Vs West Indies,United States of America,1,Steven Taylor,2,7,0,0,28.57,out,T20I # 2713
United States of America Vs West Indies,United States of America,2,Andries Gous,29,16,3,1,181.25,out,T20I # 2713
United States of America Vs West Indies,United States of America,3,Nitish Kumar,20,19,2,0,105.26,out,T20I # 2713
United States of America Vs West Indies,United States of America,4,Aaron Jones,11,11,0,1,100,out,T20I # 2713
United States of America Vs West Indies,United States of America,5,Corey Anderson,7,15,0,0,46.66,out,T20I # 2713
United States of America Vs West Indies,United States of America,6,Milind Kumar,19,21,1,0,90.47,out,T20I # 2713
United States of America Vs West Indies,United States of America,7,Harmeet Singh,0,1,0,0,0,out,T20I # 2713
United States of America Vs West Indies,United States of America,8,Shadley van Schalkwyk,18,17,3,0,105.88,out,T20I # 2713
United States of America Vs West Indies,United States of America,9,Nosthush Kenjige,1,3,0,0,33.33,out,T20I # 2713
United States of America Vs West Indies,United States of America,10,Ali Khan,14,6,1,1,233.33,not out,T20I # 2713
United States of America Vs West Indies,United States of America,11,Saurabh Netravalkar,0,4,0,0,0,out,T20I # 2713
United States of America Vs West Indies,West Indies,1,Shai Hope,82,39,4,8,210.25,not out,T20I # 2713
United States of America Vs West Indies,West Indies,2,Johnson Charles,15,14,2,0,107.14,out,T20I # 2713
United States of America Vs West Indies,West Indies,3,Nicholas Pooran,27,12,1,3,225,not out,T20I # 2713
South Africa Vs England,South Africa,1,Reeza Hendricks,19,25,1,0,76,out,T20I # 2712
South Africa Vs England,South Africa,2,Quinton de Kock,65,38,4,4,171.05,out,T20I # 2712
South Africa Vs England,South Africa,3,Heinrich Klaasen,8,13,1,0,61.53,out,T20I # 2712
South Africa Vs England,South Africa,4,David Miller,43,28,4,2,153.57,out,T20I # 2712
South Africa Vs England,South Africa,5,Aiden Markram,1,2,0,0,50,out,T20I # 2712
South Africa Vs England,South Africa,6,Tristan Stubbs,12,11,1,0,109.09,not out,T20I # 2712
South Africa Vs England,South Africa,7,Marco Jansen,0,1,0,0,0,out,T20I # 2712
South Africa Vs England,South Africa,8,Keshav Maharaj,5,2,1,0,250,not out,T20I # 2712
South Africa Vs England,England,1,Phil Salt,11,8,1,1,137.5,out,T20I # 2712
South Africa Vs England,England,2,Jos Buttler,17,20,1,0,85,out,T20I # 2712
South Africa Vs England,England,3,Jonny Bairstow,16,20,1,0,80,out,T20I # 2712
South Africa Vs England,England,4,Moeen Ali,9,10,0,0,90,out,T20I # 2712
South Africa Vs England,England,5,Harry Brook,53,37,7,0,143.24,out,T20I # 2712
South Africa Vs England,England,6,Liam Livingstone,33,17,3,2,194.11,out,T20I # 2712
South Africa Vs England,England,7,Sam Curran,10,7,1,0,142.85,not out,T20I # 2712
South Africa Vs England,England,8,Jofra Archer,1,2,0,0,50,not out,T20I # 2712
Bangladesh Vs Australia,Bangladesh,1,Tanzid Hasan,0,3,0,0,0,out,T20I # 2711
Bangladesh Vs Australia,Bangladesh,2,Litton Das,16,25,2,0,64,out,T20I # 2711
Bangladesh Vs Australia,Bangladesh,3,Najmul Hossain Shanto,41,36,5,1,113.88,out,T20I # 2711
Bangladesh Vs Australia,Bangladesh,4,Rishad Hossain,2,4,0,0,50,out,T20I # 2711
Bangladesh Vs Australia,Bangladesh,5,Towhid Hridoy,40,28,2,2,142.85,out,T20I # 2711
Bangladesh Vs Australia,Bangladesh,6,Shakib Al Hasan,8,10,0,0,80,out,T20I # 2711
Bangladesh Vs Australia,Bangladesh,7,Mahmudullah,2,3,0,0,66.66,out,T20I # 2711
Bangladesh Vs Australia,Bangladesh,8,Mahedi Hasan,0,1,0,0,0,out,T20I # 2711
Bangladesh Vs Australia,Bangladesh,9,Taskin Ahmed,13,7,1,0,185.71,not out,T20I # 2711
Bangladesh Vs Australia,Bangladesh,10,Tanzim Hasan Sakib,4,3,0,0,133.33,not out,T20I # 2711
Bangladesh Vs Australia,Australia,1,David Warner,53,35,5,3,151.42,not out,T20I # 2711
Bangladesh Vs Australia,Australia,2,Travis Head,31,21,3,2,147.61,out,T20I # 2711
Bangladesh Vs Australia,Australia,3,Mitchell Marsh,1,6,0,0,16.66,out,T20I # 2711
Bangladesh Vs Australia,Australia,4,Glenn Maxwell,14,6,1,1,233.33,not out,T20I # 2711
India Vs Afghanistan,India,1,Rohit Sharma,8,13,1,0,61.53,out,T20I # 2710
India Vs Afghanistan,India,2,Virat Kohli,24,24,0,1,100,out,T20I # 2710
India Vs Afghanistan,India,3,Rishabh Pant,20,11,4,0,181.81,out,T20I # 2710
India Vs Afghanistan,India,4,Suryakumar Yadav,53,28,5,3,189.28,out,T20I # 2710
India Vs Afghanistan,India,5,Shivam Dube,10,7,0,1,142.85,out,T20I # 2710
India Vs Afghanistan,India,6,Hardik Pandya,32,24,3,2,133.33,out,T20I # 2710
India Vs Afghanistan,India,7,Ravindra Jadeja,7,5,1,0,140,out,T20I # 2710
India Vs Afghanistan,India,8,Axar Patel,12,6,2,0,200,out,T20I # 2710
India Vs Afghanistan,India,9,Arshdeep Singh,2,2,0,0,100,not out,T20I # 2710
India Vs Afghanistan,Afghanistan,1,Rahmanullah Gurbaz,11,8,1,1,137.5,out,T20I # 2710
India Vs Afghanistan,Afghanistan,2,Hazratullah Zazai,2,4,0,0,50,out,T20I # 2710
India Vs Afghanistan,Afghanistan,3,Ibrahim Zadran,8,11,1,0,72.72,out,T20I # 2710
India Vs Afghanistan,Afghanistan,4,Gulbadin Naib,17,21,1,1,80.95,out,T20I # 2710
India Vs Afghanistan,Afghanistan,5,Azmatullah Omarzai,26,20,2,1,130,out,T20I # 2710
India Vs Afghanistan,Afghanistan,6,Najibullah Zadran,19,17,0,2,111.76,out,T20I # 2710
India Vs Afghanistan,Afghanistan,7,Mohammad Nabi,14,14,0,1,100,out,T20I # 2710
India Vs Afghanistan,Afghanistan,8,Rashid Khan,2,6,0,0,33.33,out,T20I # 2710
India Vs Afghanistan,Afghanistan,9,Noor Ahmad,12,18,1,1,66.66,out,T20I # 2710
India Vs Afghanistan,Afghanistan,10,Naveen-ul-Haq,0,1,0,0,0,out,T20I # 2710
India Vs Afghanistan,Afghanistan,11,Fazalhaq Farooqi,4,1,1,0,400,not out,T20I # 2710
West Indies Vs England,West Indies,1,Brandon King,23,13,3,1,176.92,out,T20I # 2709
West Indies Vs England,West Indies,2,Johnson Charles,38,34,4,1,111.76,out,T20I # 2709
West Indies Vs England,West Indies,3,Nicholas Pooran,36,32,4,1,112.5,out,T20I # 2709
West Indies Vs England,West Indies,4,Rovman Powell,36,17,0,5,211.76,out,T20I # 2709
West Indies Vs England,West Indies,5,Andre Russell,1,2,0,0,50,out,T20I # 2709
West Indies Vs England,West Indies,6,Sherfane Rutherford,28,15,1,2,186.66,not out,T20I # 2709
West Indies Vs England,West Indies,7,Romario Shepherd,5,7,1,0,71.42,not out,T20I # 2709
West Indies Vs England,England,1,Phil Salt,87,47,7,5,185.1,not out,T20I # 2709
West Indies Vs England,England,2,Jos Buttler,25,22,2,0,113.63,out,T20I # 2709
West Indies Vs England,England,3,Moeen Ali,13,10,2,0,130,out,T20I # 2709
West Indies Vs England,England,4,Jonny Bairstow,48,26,5,2,184.61,not out,T20I # 2709
South Africa Vs United States of America,South Africa,1,Quinton de Kock,74,40,7,5,185,out,T20I # 2708
South Africa Vs United States of America,South Africa,2,Reeza Hendricks,11,11,0,1,100,out,T20I # 2708
South Africa Vs United States of America,South Africa,3,Aiden Markram,46,32,4,1,143.75,out,T20I # 2708
South Africa Vs United States of America,South Africa,4,David Miller,0,1,0,0,0,out,T20I # 2708
South Africa Vs United States of America,South Africa,5,Heinrich Klaasen,36,22,0,3,163.63,not out,T20I # 2708
South Africa Vs United States of America,South Africa,6,Tristan Stubbs,20,16,2,0,125,not out,T20I # 2708
South Africa Vs United States of America,United States of America,1,Steven Taylor,24,14,4,1,171.42,out,T20I # 2708
South Africa Vs United States of America,United States of America,2,Andries Gous,80,47,5,5,170.21,not out,T20I # 2708
South Africa Vs United States of America,United States of America,3,Nitish Kumar,8,6,0,1,133.33,out,T20I # 2708
South Africa Vs United States of America,United States of America,4,Aaron Jones,0,5,0,0,0,out,T20I # 2708
South Africa Vs United States of America,United States of America,5,Corey Anderson,12,12,0,1,100,out,T20I # 2708
South Africa Vs United States of America,United States of America,6,Shayan Jahangir,3,9,0,0,33.33,out,T20I # 2708
South Africa Vs United States of America,United States of America,7,Harmeet Singh,38,22,2,3,172.72,out,T20I # 2708
South Africa Vs United States of America,United States of America,8,Jasdeep Singh,2,6,0,0,33.33,not out,T20I # 2708
West Indies Vs Afghanistan,West Indies,1,Brandon King,7,6,1,0,116.66,out,T20I # 2703
West Indies Vs Afghanistan,West Indies,2,Johnson Charles,43,27,8,0,159.25,out,T20I # 2703
West Indies Vs Afghanistan,West Indies,3,Nicholas Pooran,98,53,6,8,184.9,out,T20I # 2703
West Indies Vs Afghanistan,West Indies,4,Shai Hope,25,17,0,2,147.05,out,T20I # 2703
West Indies Vs Afghanistan,West Indies,5,Rovman Powell,26,15,1,2,173.33,out,T20I # 2703
West Indies Vs Afghanistan,West Indies,6,Andre Russell,3,3,0,0,100,not out,T20I # 2703
West Indies Vs Afghanistan,West Indies,7,Sherfane Rutherford,1,1,0,0,100,not out,T20I # 2703
West Indies Vs Afghanistan,Afghanistan,1,Rahmanullah Gurbaz,0,3,0,0,0,out,T20I # 2703
West Indies Vs Afghanistan,Afghanistan,2,Ibrahim Zadran,38,28,5,1,135.71,out,T20I # 2703
West Indies Vs Afghanistan,Afghanistan,3,Gulbadin Naib,7,10,1,0,70,out,T20I # 2703
West Indies Vs Afghanistan,Afghanistan,4,Azmatullah Omarzai,23,19,1,1,121.05,out,T20I # 2703
West Indies Vs Afghanistan,Afghanistan,5,Najibullah Zadran,0,2,0,0,0,out,T20I # 2703
West Indies Vs Afghanistan,Afghanistan,6,Mohammad Nabi,1,4,0,0,25,out,T20I # 2703
West Indies Vs Afghanistan,Afghanistan,7,Karim Janat,14,9,0,1,155.55,out,T20I # 2703
West Indies Vs Afghanistan,Afghanistan,8,Rashid Khan,18,11,2,1,163.63,out,T20I # 2703
West Indies Vs Afghanistan,Afghanistan,9,Noor Ahmad,2,4,0,0,50,out,T20I # 2703
West Indies Vs Afghanistan,Afghanistan,10,Naveen-ul-Haq,4,6,1,0,66.66,out,T20I # 2703
West Indies Vs Afghanistan,Afghanistan,11,Fazalhaq Farooqi,0,2,0,0,0,not out,T20I # 2703
Papua New Guinea Vs New Zealand,Papua New Guinea,1,Tony Ura,1,2,0,0,50,out,T20I # 2702
Papua New Guinea Vs New Zealand,Papua New Guinea,2,Assad Vala,6,16,1,0,37.5,out,T20I # 2702
Papua New Guinea Vs New Zealand,Papua New Guinea,3,Charles Amini,17,25,2,0,68,out,T20I # 2702
Papua New Guinea Vs New Zealand,Papua New Guinea,4,Sese Bau,12,27,1,0,44.44,out,T20I # 2702
Papua New Guinea Vs New Zealand,Papua New Guinea,5,Hiri Hiri,7,11,1,0,63.63,out,T20I # 2702
Papua New Guinea Vs New Zealand,Papua New Guinea,6,Chad Soper,1,6,0,0,16.66,out,T20I # 2702
Papua New Guinea Vs New Zealand,Papua New Guinea,7,Kiplin Doriga,5,7,1,0,71.42,out,T20I # 2702
Papua New Guinea Vs New Zealand,Papua New Guinea,8,Norman Vanua,14,13,1,1,107.69,out,T20I # 2702
Papua New Guinea Vs New Zealand,Papua New Guinea,9,Alei Nao,3,7,0,0,42.85,out,T20I # 2702
Papua New Guinea Vs New Zealand,Papua New Guinea,10,Kabua Morea,0,3,0,0,0,out,T20I # 2702
Papua New Guinea Vs New Zealand,Papua New Guinea,11,Semo Kamea,1,1,0,0,100,not out,T20I # 2702
Papua New Guinea Vs New Zealand,New Zealand,1,Finn Allen,0,2,0,0,0,out,T20I # 2702
Papua New Guinea Vs New Zealand,New Zealand,2,Devon Conway,35,32,2,3,109.37,out,T20I # 2702
Papua New Guinea Vs New Zealand,New Zealand,3,Rachin Ravindra,6,11,0,0,54.54,out,T20I # 2702
Papua New Guinea Vs New Zealand,New Zealand,4,Kane Williamson,18,17,2,0,105.88,not out,T20I # 2702
Papua New Guinea Vs New Zealand,New Zealand,5,Daryl Mitchell,19,12,3,0,158.33,not out,T20I # 2702
Sri Lanka Vs Netherlands,Sri Lanka,1,Pathum Nissanka,0,2,0,0,0,out,T20I # 2699
Sri Lanka Vs Netherlands,Sri Lanka,2,Kusal Mendis,46,29,5,0,158.62,out,T20I # 2699
Sri Lanka Vs Netherlands,Sri Lanka,3,Kamindu Mendis,17,20,1,1,85,out,T20I # 2699
Sri Lanka Vs Netherlands,Sri Lanka,4,Dhananjaya de Silva,34,26,3,1,130.76,out,T20I # 2699
Sri Lanka Vs Netherlands,Sri Lanka,5,Charith Asalanka,46,21,1,5,219.04,out,T20I # 2699
Sri Lanka Vs Netherlands,Sri Lanka,6,Angelo Mathews,30,15,1,2,200,not out,T20I # 2699
Sri Lanka Vs Netherlands,Sri Lanka,7,Dasun Shanaka,0,1,0,0,0,out,T20I # 2699
